,Date,Net_daily_art
0,2007-01-01,214
1,2007-01-02,214
2,2007-01-03,218
3,2007-01-04,218
4,2007-01-05,221
5,2007-01-06,221
6,2007-01-07,226
7,2007-01-08,240
8,2007-01-09,254
9,2007-01-10,255
10,2007-01-11,244
11,2007-01-12,262
12,2007-01-13,256
13,2007-01-14,254
14,2007-01-15,276
15,2007-01-16,268
16,2007-01-17,266
17,2007-01-18,250
18,2007-01-19,255
19,2007-01-20,253
20,2007-01-21,253
21,2007-01-22,279
22,2007-01-23,276
23,2007-01-24,281
24,2007-01-25,287
25,2007-01-26,277
26,2007-01-27,271
27,2007-01-28,273
28,2007-01-29,293
29,2007-01-30,285
30,2007-01-31,277
31,2007-02-01,292
32,2007-02-02,306
33,2007-02-03,278
34,2007-02-04,280
35,2007-02-05,290
36,2007-02-06,293
37,2007-02-07,288
38,2007-02-08,294
39,2007-02-09,306
40,2007-02-10,280
41,2007-02-11,280
42,2007-02-12,294
43,2007-02-13,310
44,2007-02-14,313
45,2007-02-15,294
46,2007-02-16,317
47,2007-02-17,295
48,2007-02-18,295
49,2007-02-19,300
50,2007-02-20,312
51,2007-02-21,314
52,2007-02-22,326
53,2007-02-23,338
54,2007-02-24,299
55,2007-02-25,299
56,2007-02-26,327
57,2007-02-27,298
58,2007-02-28,291
59,2007-03-01,282
60,2007-03-02,292
61,2007-03-03,266
62,2007-03-04,266
63,2007-03-05,272
64,2007-03-06,280
65,2007-03-07,274
66,2007-03-08,283
67,2007-03-09,266
68,2007-03-10,255
69,2007-03-11,255
70,2007-03-12,267
71,2007-03-13,265
72,2007-03-14,258
73,2007-03-15,277
74,2007-03-16,275
75,2007-03-17,263
76,2007-03-18,260
77,2007-03-19,297
78,2007-03-20,416
79,2007-03-21,398
80,2007-03-22,393
81,2007-03-23,396
82,2007-03-24,381
83,2007-03-25,379
84,2007-03-26,418
85,2007-03-27,424
86,2007-03-28,421
87,2007-03-29,404
88,2007-03-30,405
89,2007-03-31,388
90,2007-04-01,388
91,2007-04-02,395
92,2007-04-03,398
93,2007-04-04,396
94,2007-04-05,391
95,2007-04-06,368
96,2007-04-07,360
97,2007-04-08,360
98,2007-04-09,387
99,2007-04-10,404
100,2007-04-11,453
101,2007-04-12,450
102,2007-04-13,484
103,2007-04-14,461
104,2007-04-15,459
105,2007-04-16,485
106,2007-04-17,508
107,2007-04-18,489
108,2007-04-19,486
109,2007-04-20,494
110,2007-04-21,464
111,2007-04-22,464
112,2007-04-23,487
113,2007-04-24,518
114,2007-04-25,527
115,2007-04-26,544
116,2007-04-27,530
117,2007-04-28,504
118,2007-04-29,504
119,2007-04-30,504
120,2007-05-01,597
121,2007-05-02,606
122,2007-05-03,606
123,2007-05-04,604
124,2007-05-05,582
125,2007-05-06,588
126,2007-05-07,628
127,2007-05-08,622
128,2007-05-09,630
129,2007-05-10,638
130,2007-05-11,629
131,2007-05-12,605
132,2007-05-13,605
133,2007-05-14,614
134,2007-05-15,583
135,2007-05-16,556
136,2007-05-17,544
137,2007-05-18,544
138,2007-05-19,544
139,2007-05-20,544
140,2007-05-21,582
141,2007-05-22,576
142,2007-05-23,575
143,2007-05-24,596
144,2007-05-25,587
145,2007-05-26,560
146,2007-05-27,555
147,2007-05-28,553
148,2007-05-29,579
149,2007-05-30,587
150,2007-05-31,562
151,2007-06-01,559
152,2007-06-02,533
153,2007-06-03,533
154,2007-06-04,552
155,2007-06-05,556
156,2007-06-06,542
157,2007-06-07,515
158,2007-06-08,509
159,2007-06-09,486
160,2007-06-10,484
161,2007-06-11,511
162,2007-06-12,504
163,2007-06-13,512
164,2007-06-14,517
165,2007-06-15,512
166,2007-06-16,465
167,2007-06-17,465
168,2007-06-18,497
169,2007-06-19,497
170,2007-06-20,490
171,2007-06-21,475
172,2007-06-22,496
173,2007-06-23,478
174,2007-06-24,478
175,2007-06-25,535
176,2007-06-26,527
177,2007-06-27,556
178,2007-06-28,549
179,2007-06-29,557
180,2007-06-30,524
181,2007-07-01,515
182,2007-07-02,568
183,2007-07-03,557
184,2007-07-04,536
185,2007-07-05,535
