,Date,Net_daily_art
0,2010-01-01,0.0
1,2010-01-02,0.0
2,2010-01-03,0.0
3,2010-01-04,0.0
4,2010-01-05,0.0
5,2010-01-06,0.0
6,2010-01-07,0.0
7,2010-01-08,0.0
8,2010-01-09,0.0
9,2010-01-10,0.0
10,2010-01-11,4.0
11,2010-01-12,4.0
12,2010-01-13,4.0
13,2010-01-14,6.0
14,2010-01-15,4.0
15,2010-01-16,4.0
16,2010-01-17,4.0
17,2010-01-18,27.0
18,2010-01-19,27.0
19,2010-01-20,35.0
20,2010-01-21,38.0
21,2010-01-22,42.0
22,2010-01-23,42.0
23,2010-01-24,42.0
24,2010-01-25,44.0
25,2010-01-26,46.0
26,2010-01-27,44.0
27,2010-01-28,39.0
28,2010-01-29,41.0
29,2010-01-30,41.0
30,2010-01-31,41.0
31,2010-02-01,61.0
32,2010-02-02,63.0
33,2010-02-03,64.0
34,2010-02-04,76.0
35,2010-02-05,78.0
36,2010-02-06,78.0
37,2010-02-07,78.0
38,2010-02-08,85.0
39,2010-02-09,75.0
40,2010-02-10,71.0
41,2010-02-11,68.0
42,2010-02-12,61.0
43,2010-02-13,61.0
44,2010-02-14,61.0
45,2010-02-15,70.0
46,2010-02-16,63.0
47,2010-02-17,63.0
48,2010-02-18,69.0
49,2010-02-19,67.0
50,2010-02-20,67.0
51,2010-02-21,69.0
52,2010-02-22,86.0
53,2010-02-23,97.0
54,2010-02-24,98.0
55,2010-02-25,98.0
56,2010-02-26,92.0
57,2010-02-27,88.0
58,2010-02-28,88.0
59,2010-03-01,99.0
60,2010-03-02,118.0
61,2010-03-03,117.0
62,2010-03-04,103.0
63,2010-03-05,109.0
64,2010-03-06,102.0
65,2010-03-07,102.0
66,2010-03-08,106.0
67,2010-03-09,107.0
68,2010-03-10,111.0
69,2010-03-11,105.0
70,2010-03-12,106.0
71,2010-03-13,100.0
72,2010-03-14,100.0
73,2010-03-15,130.0
74,2010-03-16,146.0
75,2010-03-17,144.0
76,2010-03-18,154.0
77,2010-03-19,139.0
78,2010-03-20,130.0
79,2010-03-21,125.0
80,2010-03-22,142.0
81,2010-03-23,147.0
82,2010-03-24,143.0
83,2010-03-25,153.0
84,2010-03-26,155.0
85,2010-03-27,120.0
86,2010-03-28,120.0
87,2010-03-29,142.0
88,2010-03-30,139.0
89,2010-03-31,145.0
90,2010-04-01,139.0
91,2010-04-02,135.0
92,2010-04-03,133.0
93,2010-04-04,133.0
94,2010-04-05,133.0
95,2010-04-06,154.0
96,2010-04-07,149.0
97,2010-04-08,141.0
98,2010-04-09,148.0
99,2010-04-10,135.0
100,2010-04-11,135.0
101,2010-04-12,132.0
102,2010-04-13,134.0
103,2010-04-14,130.0
104,2010-04-15,117.0
105,2010-04-16,127.0
106,2010-04-17,120.0
107,2010-04-18,120.0
108,2010-04-19,122.0
109,2010-04-20,119.0
110,2010-04-21,123.0
111,2010-04-22,118.0
112,2010-04-23,135.0
113,2010-04-24,126.0
114,2010-04-25,126.0
115,2010-04-26,130.0
116,2010-04-27,141.0
117,2010-04-28,143.0
118,2010-04-29,133.0
119,2010-04-30,119.0
120,2010-05-01,119.0
121,2010-05-02,119.0
122,2010-05-03,136.0
123,2010-05-04,136.0
124,2010-05-05,137.0
125,2010-05-06,145.0
126,2010-05-07,139.0
127,2010-05-08,132.0
128,2010-05-09,132.0
129,2010-05-10,137.0
130,2010-05-11,142.0
131,2010-05-12,136.0
132,2010-05-13,108.0
133,2010-05-14,126.0
134,2010-05-15,126.0
135,2010-05-16,126.0
136,2010-05-17,130.0
137,2010-05-18,128.0
138,2010-05-19,136.0
139,2010-05-20,139.0
140,2010-05-21,141.0
141,2010-05-22,123.0
142,2010-05-23,123.0
143,2010-05-24,123.0
144,2010-05-25,147.0
145,2010-05-26,141.0
146,2010-05-27,133.0
147,2010-05-28,137.0
148,2010-05-29,129.0
149,2010-05-30,129.0
150,2010-05-31,139.0
151,2010-06-01,137.0
152,2010-06-02,133.0
153,2010-06-03,122.0
154,2010-06-04,130.0
155,2010-06-05,126.0
156,2010-06-06,126.0
157,2010-06-07,135.0
158,2010-06-08,141.0
159,2010-06-09,141.0
160,2010-06-10,132.0
161,2010-06-11,135.0
162,2010-06-12,119.0
163,2010-06-13,114.0
164,2010-06-14,146.0
165,2010-06-15,150.0
166,2010-06-16,139.0
167,2010-06-17,131.0
168,2010-06-18,124.0
169,2010-06-19,91.0
170,2010-06-20,91.0
